route_id,trip_id,stop_sequence,stop_name,arrival_time,departure_time,time:timestamp
FR-07,175127-0,6,Development Park,21:17:19,21:17:39,2024-01-01 21:17:19+05:00
FR-07,175127-0,7,Chaman Metro Station,21:19:28,21:19:48,2024-01-01 21:19:28+05:00
FR-07,175127-0,8,G-9/4,21:21:24,21:21:44,2024-01-01 21:21:24+05:00
FR-07,175127-0,9,Karachi Company,21:23:24,21:23:44,2024-01-01 21:23:24+05:00
FR-07,175127-0,10,G-9 Markaz,21:24:34,21:24:54,2024-01-01 21:24:34+05:00
FR-07,175127-0,11,Police Flats,21:26:29,21:26:49,2024-01-01 21:26:29+05:00
FR-07,175127-0,12,College Morh,21:29:19,21:29:39,2024-01-01 21:29:19+05:00
FR-07,175127-0,13,G-10 Markaz,21:32:09,21:32:29,2024-01-01 21:32:09+05:00
FR-07,175127-0,14,PHA Flats,21:34:59,21:35:19,2024-01-01 21:34:59+05:00
FR-07,175127-0,15,Tanki Stop,21:36:09,21:36:29,2024-01-01 21:36:09+05:00
FR-07,175127-0,16,G-10/G-11,21:37:19,21:37:39,2024-01-01 21:37:19+05:00
FR-07,175127-0,17,Institute of Modern Studies,21:38:34,21:38:54,2024-01-01 21:38:34+05:00
FR-07,175127-0,18,G-11 Markaz,21:40:24,21:40:44,2024-01-01 21:40:24+05:00
FR-07,175127-0,19,Mehrabad,21:44:26,21:44:46,2024-01-01 21:44:26+05:00
FR-07,175127-0,20,Nust Metro Station,21:50:10,21:50:30,2024-01-01 21:50:10+05:00
FR-07,175127-0,21,Bar Council,21:52:40,21:53:00,2024-01-01 21:52:40+05:00
FR-07,175127-0,22,A.K Bari Road,21:53:50,21:54:10,2024-01-01 21:53:50+05:00
FR-07,175127-0,23,Police Foundation Metro,21:57:20,21:57:20,2024-01-01 21:57:20+05:00
FR-07,175128-0,1,PIMS Hospital,08:50:00,08:50:00,2024-01-01 08:50:00+05:00
FR-07,175128-0,2,Children Hospital,08:51:00,08:51:20,2024-01-01 08:51:00+05:00
FR-07,175128-0,3,NORI Hospital,08:53:59,08:54:19,2024-01-01 08:53:59+05:00
FR-07,175128-0,4,Dental Hospital,08:56:19,08:56:39,2024-01-01 08:56:19+05:00
FR-07,175128-0,5,G-8 Markaz,08:56:49,08:56:59,2024-01-01 08:56:49+05:00
FR-07,175128-0,6,Development Park,08:57:19,08:57:39,2024-01-01 08:57:19+05:00
FR-07,175128-0,7,Chaman Metro Station,08:59:28,08:59:48,2024-01-01 08:59:28+05:00
FR-07,175128-0,8,G-9/4,09:01:24,09:01:44,2024-01-01 09:01:24+05:00
FR-07,175128-0,9,Karachi Company,09:03:24,09:03:44,2024-01-01 09:03:24+05:00
FR-07,175128-0,10,G-9 Markaz,09:04:34,09:04:54,2024-01-01 09:04:34+05:00
FR-07,175128-0,11,Police Flats,09:06:29,09:06:49,2024-01-01 09:06:29+05:00
FR-07,175128-0,12,College Morh,09:09:19,09:09:39,2024-01-01 09:09:19+05:00
FR-07,175128-0,13,G-10 Markaz,09:12:09,09:12:29,2024-01-01 09:12:09+05:00
FR-07,175128-0,14,PHA Flats,09:14:59,09:15:19,2024-01-01 09:14:59+05:00
FR-07,175128-0,15,Tanki Stop,09:16:09,09:16:29,2024-01-01 09:16:09+05:00
FR-07,175128-0,16,G-10/G-11,09:17:19,09:17:39,2024-01-01 09:17:19+05:00
FR-07,175128-0,17,Institute of Modern Studies,09:18:34,09:18:54,2024-01-01 09:18:34+05:00
FR-07,175128-0,18,G-11 Markaz,09:20:24,09:20:44,2024-01-01 09:20:24+05:00
FR-07,175128-0,19,Mehrabad,09:24:26,09:24:46,2024-01-01 09:24:26+05:00
FR-07,175128-0,20,Nust Metro Station,09:30:10,09:30:30,2024-01-01 09:30:10+05:00
FR-07,175128-0,21,Bar Council,09:32:40,09:33:00,2024-01-01 09:32:40+05:00
FR-07,175128-0,22,A.K Bari Road,09:33:50,09:34:10,2024-01-01 09:33:50+05:00
FR-07,175128-0,23,Police Foundation Metro,09:37:20,09:37:20,2024-01-01 09:37:20+05:00
FR-07,175129-0,1,PIMS Hospital,13:00:00,13:00:00,2024-01-01 13:00:00+05:00
FR-07,175129-0,2,Children Hospital,13:01:00,13:01:20,2024-01-01 13:01:00+05:00
FR-07,175129-0,3,NORI Hospital,13:03:59,13:04:19,2024-01-01 13:03:59+05:00
FR-07,175129-0,4,Dental Hospital,13:06:19,13:06:39,2024-01-01 13:06:19+05:00
FR-07,175129-0,5,G-8 Markaz,13:06:49,13:06:59,2024-01-01 13:06:49+05:00
FR-07,175129-0,6,Development Park,13:07:19,13:07:39,2024-01-01 13:07:19+05:00
FR-07,175129-0,7,Chaman Metro Station,13:09:28,13:09:48,2024-01-01 13:09:28+05:00
FR-07,175129-0,8,G-9/4,13:11:24,13:11:44,2024-01-01 13:11:24+05:00
FR-07,175129-0,9,Karachi Company,13:13:24,13:13:44,2024-01-01 13:13:24+05:00
FR-07,175129-0,10,G-9 Markaz,13:14:34,13:14:54,2024-01-01 13:14:34+05:00
FR-07,175129-0,11,Police Flats,13:16:29,13:16:49,2024-01-01 13:16:29+05:00
FR-07,175129-0,12,College Morh,13:19:19,13:19:39,2024-01-01 13:19:19+05:00
FR-07,175129-0,13,G-10 Markaz,13:22:09,13:22:29,2024-01-01 13:22:09+05:00
FR-07,175129-0,14,PHA Flats,13:24:59,13:25:19,2024-01-01 13:24:59+05:00
FR-07,175129-0,15,Tanki Stop,13:26:09,13:26:29,2024-01-01 13:26:09+05:00
FR-07,175129-0,16,G-10/G-11,13:27:19,13:27:39,2024-01-01 13:27:19+05:00
FR-07,175129-0,17,Institute of Modern Studies,13:28:34,13:28:54,2024-01-01 13:28:34+05:00
FR-07,175129-0,18,G-11 Markaz,13:30:24,13:30:44,2024-01-01 13:30:24+05:00
FR-07,175129-0,19,Mehrabad,13:34:26,13:34:46,2024-01-01 13:34:26+05:00
FR-07,175129-0,20,Nust Metro Station,13:40:10,13:40:30,2024-01-01 13:40:10+05:00
FR-07,175129-0,21,Bar Council,13:42:40,13:43:00,2024-01-01 13:42:40+05:00
FR-07,175129-0,22,A.K Bari Road,13:43:50,13:44:10,2024-01-01 13:43:50+05:00
FR-07,175129-0,23,Police Foundation Metro,13:47:20,13:47:20,2024-01-01 13:47:20+05:00
FR-07,175130-0,1,PIMS Hospital,17:10:00,17:10:00,2024-01-01 17:10:00+05:00
FR-07,175130-0,2,Children Hospital,17:11:00,17:11:20,2024-01-01 17:11:00+05:00
FR-07,175130-0,3,NORI Hospital,17:13:59,17:14:19,2024-01-01 17:13:59+05:00
FR-07,175130-0,4,Dental Hospital,17:16:19,17:16:39,2024-01-01 17:16:19+05:00
FR-07,175130-0,5,G-8 Markaz,17:16:49,17:16:59,2024-01-01 17:16:49+05:00
FR-07,175130-0,6,Development Park,17:17:19,17:17:39,2024-01-01 17:17:19+05:00
FR-07,175130-0,7,Chaman Metro Station,17:19:28,17:19:48,2024-01-01 17:19:28+05:00
FR-07,175130-0,8,G-9/4,17:21:24,17:21:44,2024-01-01 17:21:24+05:00
FR-07,175130-0,9,Karachi Company,17:23:24,17:23:44,2024-01-01 17:23:24+05:00
FR-07,175130-0,10,G-9 Markaz,17:24:34,17:24:54,2024-01-01 17:24:34+05:00
FR-07,175130-0,11,Police Flats,17:26:29,17:26:49,2024-01-01 17:26:29+05:00
FR-07,175130-0,12,College Morh,17:29:19,17:29:39,2024-01-01 17:29:19+05:00
FR-07,175130-0,13,G-10 Markaz,17:32:09,17:32:29,2024-01-01 17:32:09+05:00
FR-07,175130-0,14,PHA Flats,17:34:59,17:35:19,2024-01-01 17:34:59+05:00
FR-07,175130-0,15,Tanki Stop,17:36:09,17:36:29,2024-01-01 17:36:09+05:00
FR-07,175130-0,16,G-10/G-11,17:37:19,17:37:39,2024-01-01 17:37:19+05:00
FR-07,175130-0,17,Institute of Modern Studies,17:38:34,17:38:54,2024-01-01 17:38:34+05:00
FR-07,175130-0,18,G-11 Markaz,17:40:24,17:40:44,2024-01-01 17:40:24+05:00
FR-07,175130-0,19,Mehrabad,17:44:26,17:44:46,2024-01-01 17:44:26+05:00
FR-07,175130-0,20,Nust Metro Station,17:50:10,17:50:30,2024-01-01 17:50:10+05:00
FR-07,175130-0,21,Bar Council,17:52:40,17:53:00,2024-01-01 17:52:40+05:00
FR-07,175130-0,22,A.K Bari Road,17:53:50,17:54:10,2024-01-01 17:53:50+05:00
FR-07,175130-0,23,Police Foundation Metro,17:57:20,17:57:20,2024-01-01 17:57:20+05:00
FR-07,175131-0,1,PIMS Hospital,21:20:00,21:20:00,2024-01-01 21:20:00+05:00
FR-07,175131-0,2,Children Hospital,21:21:00,21:21:20,2024-01-01 21:21:00+05:00
FR-07,175131-0,3,NORI Hospital,21:23:59,21:24:19,2024-01-01 21:23:59+05:00
FR-07,175131-0,4,Dental Hospital,21:26:19,21:26:39,2024-01-01 21:26:19+05:00
FR-07,175131-0,5,G-8 Markaz,21:26:49,21:26:59,2024-01-01 21:26:49+05:00
FR-07,175131-0,6,Development Park,21:27:19,21:27:39,2024-01-01 21:27:19+05:00
FR-07,175131-0,7,Chaman Metro Station,21:29:28,21:29:48,2024-01-01 21:29:28+05:00
FR-07,175131-0,8,G-9/4,21:31:24,21:31:44,2024-01-01 21:31:24+05:00
FR-07,175131-0,9,Karachi Company,21:33:24,21:33:44,2024-01-01 21:33:24+05:00
FR-07,175131-0,10,G-9 Markaz,21:34:34,21:34:54,2024-01-01 21:34:34+05:00
FR-07,175131-0,11,Police Flats,21:36:29,21:36:49,2024-01-01 21:36:29+05:00
FR-07,175131-0,12,College Morh,21:39:19,21:39:39,2024-01-01 21:39:19+05:00
FR-07,175131-0,13,G-10 Markaz,21:42:09,21:42:29,2024-01-01 21:42:09+05:00
FR-07,175131-0,14,PHA Flats,21:44:59,21:45:19,2024-01-01 21:44:59+05:00
FR-07,175131-0,15,Tanki Stop,21:46:09,21:46:29,2024-01-01 21:46:09+05:00
FR-07,175131-0,16,G-10/G-11,21:47:19,21:47:39,2024-01-01 21:47:19+05:00
FR-07,175131-0,17,Institute of Modern Studies,21:48:34,21:48:54,2024-01-01 21:48:34+05:00
FR-07,175131-0,18,G-11 Markaz,21:50:24,21:50:44,2024-01-01 21:50:24+05:00
FR-07,175131-0,19,Mehrabad,21:54:26,21:54:46,2024-01-01 21:54:26+05:00
FR-07,175131-0,20,Nust Metro Station,22:00:10,22:00:30,2024-01-01 22:00:10+05:00
FR-07,175131-0,21,Bar Council,22:02:40,22:03:00,2024-01-01 22:02:40+05:00
FR-07,175131-0,22,A.K Bari Road,22:03:50,22:04:10,2024-01-01 22:03:50+05:00
FR-07,175131-0,23,Police Foundation Metro,22:07:20,22:07:20,2024-01-01 22:07:20+05:00
FR-07,175132-0,1,PIMS Hospital,09:00:00,09:00:00,2024-01-01 09:00:00+05:00
FR-07,175132-0,2,Children Hospital,09:01:00,09:01:20,2024-01-01 09:01:00+05:00
FR-07,175132-0,3,NORI Hospital,09:03:59,09:04:19,2024-01-01 09:03:59+05:00
FR-07,175132-0,4,Dental Hospital,09:06:19,09:06:39,2024-01-01 09:06:19+05:00
FR-07,175132-0,5,G-8 Markaz,09:06:49,09:06:59,2024-01-01 09:06:49+05:00
FR-07,175132-0,6,Development Park,09:07:19,09:07:39,2024-01-01 09:07:19+05:00
FR-07,175132-0,7,Chaman Metro Station,09:09:28,09:09:48,2024-01-01 09:09:28+05:00
FR-07,175132-0,8,G-9/4,09:11:24,09:11:44,2024-01-01 09:11:24+05:00
FR-07,175132-0,9,Karachi Company,09:13:24,09:13:44,2024-01-01 09:13:24+05:00
FR-07,175132-0,10,G-9 Markaz,09:14:34,09:14:54,2024-01-01 09:14:34+05:00
FR-07,175132-0,11,Police Flats,09:16:29,09:16:49,2024-01-01 09:16:29+05:00
FR-07,175132-0,12,College Morh,09:19:19,09:19:39,2024-01-01 09:19:19+05:00
FR-07,175132-0,13,G-10 Markaz,09:22:09,09:22:29,2024-01-01 09:22:09+05:00
FR-07,175132-0,14,PHA Flats,09:24:59,09:25:19,2024-01-01 09:24:59+05:00
FR-07,175132-0,15,Tanki Stop,09:26:09,09:26:29,2024-01-01 09:26:09+05:00
FR-07,175132-0,16,G-10/G-11,09:27:19,09:27:39,2024-01-01 09:27:19+05:00
FR-07,175132-0,17,Institute of Modern Studies,09:28:34,09:28:54,2024-01-01 09:28:34+05:00
FR-07,175132-0,18,G-11 Markaz,09:30:24,09:30:44,2024-01-01 09:30:24+05:00
FR-07,175132-0,19,Mehrabad,09:34:26,09:34:46,2024-01-01 09:34:26+05:00
FR-07,175132-0,20,Nust Metro Station,09:40:10,09:40:30,2024-01-01 09:40:10+05:00
FR-07,175132-0,21,Bar Council,09:42:40,09:43:00,2024-01-01 09:42:40+05:00
FR-07,175132-0,22,A.K Bari Road,09:43:50,09:44:10,2024-01-01 09:43:50+05:00
FR-07,175132-0,23,Police Foundation Metro,09:47:20,09:47:20,2024-01-01 09:47:20+05:00
FR-07,175133-0,1,PIMS Hospital,13:10:00,13:10:00,2024-01-01 13:10:00+05:00
FR-07,175133-0,2,Children Hospital,13:11:00,13:11:20,2024-01-01 13:11:00+05:00
FR-07,175133-0,3,NORI Hospital,13:13:59,13:14:19,2024-01-01 13:13:59+05:00
FR-07,175133-0,4,Dental Hospital,13:16:19,13:16:39,2024-01-01 13:16:19+05:00
FR-07,175133-0,5,G-8 Markaz,13:16:49,13:16:59,2024-01-01 13:16:49+05:00
FR-07,175133-0,6,Development Park,13:17:19,13:17:39,2024-01-01 13:17:19+05:00
FR-07,175133-0,7,Chaman Metro Station,13:19:28,13:19:48,2024-01-01 13:19:28+05:00
FR-07,175133-0,8,G-9/4,13:21:24,13:21:44,2024-01-01 13:21:24+05:00
FR-07,175133-0,9,Karachi Company,13:23:24,13:23:44,2024-01-01 13:23:24+05:00
FR-07,175133-0,10,G-9 Markaz,13:24:34,13:24:54,2024-01-01 13:24:34+05:00
FR-07,175133-0,11,Police Flats,13:26:29,13:26:49,2024-01-01 13:26:29+05:00
FR-07,175133-0,12,College Morh,13:29:19,13:29:39,2024-01-01 13:29:19+05:00
FR-07,175133-0,13,G-10 Markaz,13:32:09,13:32:29,2024-01-01 13:32:09+05:00
FR-07,175133-0,14,PHA Flats,13:34:59,13:35:19,2024-01-01 13:34:59+05:00
FR-07,175133-0,15,Tanki Stop,13:36:09,13:36:29,2024-01-01 13:36:09+05:00
FR-07,175133-0,16,G-10/G-11,13:37:19,13:37:39,2024-01-01 13:37:19+05:00
FR-07,175133-0,17,Institute of Modern Studies,13:38:34,13:38:54,2024-01-01 13:38:34+05:00
FR-07,175133-0,18,G-11 Markaz,13:40:24,13:40:44,2024-01-01 13:40:24+05:00
FR-07,175133-0,19,Mehrabad,13:44:26,13:44:46,2024-01-01 13:44:26+05:00
FR-07,175133-0,20,Nust Metro Station,13:50:10,13:50:30,2024-01-01 13:50:10+05:00
FR-07,175133-0,21,Bar Council,13:52:40,13:53:00,2024-01-01 13:52:40+05:00
FR-07,175133-0,22,A.K Bari Road,13:53:50,13:54:10,2024-01-01 13:53:50+05:00
FR-07,175133-0,23,Police Foundation Metro,13:57:20,13:57:20,2024-01-01 13:57:20+05:00
FR-07,175134-0,1,PIMS Hospital,17:20:00,17:20:00,2024-01-01 17:20:00+05:00
FR-07,175134-0,2,Children Hospital,17:21:00,17:21:20,2024-01-01 17:21:00+05:00
FR-07,175134-0,3,NORI Hospital,17:23:59,17:24:19,2024-01-01 17:23:59+05:00
FR-07,175134-0,4,Dental Hospital,17:26:19,17:26:39,2024-01-01 17:26:19+05:00
FR-07,175134-0,5,G-8 Markaz,17:26:49,17:26:59,2024-01-01 17:26:49+05:00
FR-07,175134-0,6,Development Park,17:27:19,17:27:39,2024-01-01 17:27:19+05:00
FR-07,175134-0,7,Chaman Metro Station,17:29:28,17:29:48,2024-01-01 17:29:28+05:00
FR-07,175134-0,8,G-9/4,17:31:24,17:31:44,2024-01-01 17:31:24+05:00
FR-07,175134-0,9,Karachi Company,17:33:24,17:33:44,2024-01-01 17:33:24+05:00
FR-07,175134-0,10,G-9 Markaz,17:34:34,17:34:54,2024-01-01 17:34:34+05:00
FR-07,175134-0,11,Police Flats,17:36:29,17:36:49,2024-01-01 17:36:29+05:00
FR-07,175134-0,12,College Morh,17:39:19,17:39:39,2024-01-01 17:39:19+05:00
FR-07,175134-0,13,G-10 Markaz,17:42:09,17:42:29,2024-01-01 17:42:09+05:00
FR-07,175134-0,14,PHA Flats,17:44:59,17:45:19,2024-01-01 17:44:59+05:00
FR-07,175134-0,15,Tanki Stop,17:46:09,17:46:29,2024-01-01 17:46:09+05:00
FR-07,175134-0,16,G-10/G-11,17:47:19,17:47:39,2024-01-01 17:47:19+05:00
FR-07,175134-0,17,Institute of Modern Studies,17:48:34,17:48:54,2024-01-01 17:48:34+05:00
FR-07,175134-0,18,G-11 Markaz,17:50:24,17:50:44,2024-01-01 17:50:24+05:00
FR-07,175134-0,19,Mehrabad,17:54:26,17:54:46,2024-01-01 17:54:26+05:00
FR-07,175134-0,20,Nust Metro Station,18:00:10,18:00:30,2024-01-01 18:00:10+05:00
FR-07,175134-0,21,Bar Council,18:02:40,18:03:00,2024-01-01 18:02:40+05:00
FR-07,175134-0,22,A.K Bari Road,18:03:50,18:04:10,2024-01-01 18:03:50+05:00
FR-07,175134-0,23,Police Foundation Metro,18:07:20,18:07:20,2024-01-01 18:07:20+05:00
FR-07,175135-0,1,PIMS Hospital,21:30:00,21:30:00,2024-01-01 21:30:00+05:00
FR-07,175135-0,2,Children Hospital,21:31:00,21:31:20,2024-01-01 21:31:00+05:00
FR-07,175135-0,3,NORI Hospital,21:33:59,21:34:19,2024-01-01 21:33:59+05:00
FR-07,175135-0,4,Dental Hospital,21:36:19,21:36:39,2024-01-01 21:36:19+05:00
FR-07,175135-0,5,G-8 Markaz,21:36:49,21:36:59,2024-01-01 21:36:49+05:00
FR-07,175135-0,6,Development Park,21:37:19,21:37:39,2024-01-01 21:37:19+05:00
FR-07,175135-0,7,Chaman Metro Station,21:39:28,21:39:48,2024-01-01 21:39:28+05:00
FR-07,175135-0,8,G-9/4,21:41:24,21:41:44,2024-01-01 21:41:24+05:00
FR-07,175135-0,9,Karachi Company,21:43:24,21:43:44,2024-01-01 21:43:24+05:00
FR-07,175135-0,10,G-9 Markaz,21:44:34,21:44:54,2024-01-01 21:44:34+05:00
FR-07,175135-0,11,Police Flats,21:46:29,21:46:49,2024-01-01 21:46:29+05:00
FR-07,175135-0,12,College Morh,21:49:19,21:49:39,2024-01-01 21:49:19+05:00
FR-07,175135-0,13,G-10 Markaz,21:52:09,21:52:29,2024-01-01 21:52:09+05:00
FR-07,175135-0,14,PHA Flats,21:54:59,21:55:19,2024-01-01 21:54:59+05:00
FR-07,175135-0,15,Tanki Stop,21:56:09,21:56:29,2024-01-01 21:56:09+05:00
FR-07,175135-0,16,G-10/G-11,21:57:19,21:57:39,2024-01-01 21:57:19+05:00
FR-07,175135-0,17,Institute of Modern Studies,21:58:34,21:58:54,2024-01-01 21:58:34+05:00
FR-07,175135-0,18,G-11 Markaz,22:00:24,22:00:44,2024-01-01 22:00:24+05:00
FR-07,175135-0,19,Mehrabad,22:04:26,22:04:46,2024-01-01 22:04:26+05:00
FR-07,175135-0,20,Nust Metro Station,22:10:10,22:10:30,2024-01-01 22:10:10+05:00
FR-07,175135-0,21,Bar Council,22:12:40,22:13:00,2024-01-01 22:12:40+05:00
FR-07,175135-0,22,A.K Bari Road,22:13:50,22:14:10,2024-01-01 22:13:50+05:00
FR-07,175135-0,23,Police Foundation Metro,22:17:20,22:17:20,2024-01-01 22:17:20+05:00
FR-07,175136-0,1,PIMS Hospital,09:10:00,09:10:00,2024-01-01 09:10:00+05:00
FR-07,175136-0,2,Children Hospital,09:11:00,09:11:20,2024-01-01 09:11:00+05:00
FR-07,175136-0,3,NORI Hospital,09:13:59,09:14:19,2024-01-01 09:13:59+05:00
FR-07,175136-0,4,Dental Hospital,09:16:19,09:16:39,2024-01-01 09:16:19+05:00
FR-07,175136-0,5,G-8 Markaz,09:16:49,09:16:59,2024-01-01 09:16:49+05:00
FR-07,175136-0,6,Development Park,09:17:19,09:17:39,2024-01-01 09:17:19+05:00
FR-07,175136-0,7,Chaman Metro Station,09:19:28,09:19:48,2024-01-01 09:19:28+05:00
FR-07,175136-0,8,G-9/4,09:21:24,09:21:44,2024-01-01 09:21:24+05:00
FR-07,175136-0,9,Karachi Company,09:23:24,09:23:44,2024-01-01 09:23:24+05:00
FR-07,175136-0,10,G-9 Markaz,09:24:34,09:24:54,2024-01-01 09:24:34+05:00
FR-07,175136-0,11,Police Flats,09:26:29,09:26:49,2024-01-01 09:26:29+05:00
FR-07,175136-0,12,College Morh,09:29:19,09:29:39,2024-01-01 09:29:19+05:00
FR-07,175136-0,13,G-10 Markaz,09:32:09,09:32:29,2024-01-01 09:32:09+05:00
FR-07,175136-0,14,PHA Flats,09:34:59,09:35:19,2024-01-01 09:34:59+05:00
FR-07,175136-0,15,Tanki Stop,09:36:09,09:36:29,2024-01-01 09:36:09+05:00
FR-07,175136-0,16,G-10/G-11,09:37:19,09:37:39,2024-01-01 09:37:19+05:00
FR-07,175136-0,17,Institute of Modern Studies,09:38:34,09:38:54,2024-01-01 09:38:34+05:00
FR-07,175136-0,18,G-11 Markaz,09:40:24,09:40:44,2024-01-01 09:40:24+05:00
FR-07,175136-0,19,Mehrabad,09:44:26,09:44:46,2024-01-01 09:44:26+05:00
FR-07,175136-0,20,Nust Metro Station,09:50:10,09:50:30,2024-01-01 09:50:10+05:00
FR-07,175136-0,21,Bar Council,09:52:40,09:53:00,2024-01-01 09:52:40+05:00
FR-07,175136-0,22,A.K Bari Road,09:53:50,09:54:10,2024-01-01 09:53:50+05:00
FR-07,175136-0,23,Police Foundation Metro,09:57:20,09:57:20,2024-01-01 09:57:20+05:00
FR-07,175137-0,1,PIMS Hospital,13:20:00,13:20:00,2024-01-01 13:20:00+05:00
FR-07,175137-0,2,Children Hospital,13:21:00,13:21:20,2024-01-01 13:21:00+05:00
FR-07,175137-0,3,NORI Hospital,13:23:59,13:24:19,2024-01-01 13:23:59+05:00
FR-07,175137-0,4,Dental Hospital,13:26:19,13:26:39,2024-01-01 13:26:19+05:00
FR-07,175137-0,5,G-8 Markaz,13:26:49,13:26:59,2024-01-01 13:26:49+05:00
FR-07,175137-0,6,Development Park,13:27:19,13:27:39,2024-01-01 13:27:19+05:00
FR-07,175137-0,7,Chaman Metro Station,13:29:28,13:29:48,2024-01-01 13:29:28+05:00
FR-07,175137-0,8,G-9/4,13:31:24,13:31:44,2024-01-01 13:31:24+05:00
FR-07,175137-0,9,Karachi Company,13:33:24,13:33:44,2024-01-01 13:33:24+05:00
FR-07,175137-0,10,G-9 Markaz,13:34:34,13:34:54,2024-01-01 13:34:34+05:00
FR-07,175137-0,11,Police Flats,13:36:29,13:36:49,2024-01-01 13:36:29+05:00
FR-07,175137-0,12,College Morh,13:39:19,13:39:39,2024-01-01 13:39:19+05:00
FR-07,175137-0,13,G-10 Markaz,13:42:09,13:42:29,2024-01-01 13:42:09+05:00
FR-07,175137-0,14,PHA Flats,13:44:59,13:45:19,2024-01-01 13:44:59+05:00
FR-07,175137-0,15,Tanki Stop,13:46:09,13:46:29,2024-01-01 13:46:09+05:00
FR-07,175137-0,16,G-10/G-11,13:47:19,13:47:39,2024-01-01 13:47:19+05:00
FR-07,175137-0,17,Institute of Modern Studies,13:48:34,13:48:54,2024-01-01 13:48:34+05:00
FR-07,175137-0,18,G-11 Markaz,13:50:24,13:50:44,2024-01-01 13:50:24+05:00
FR-07,175137-0,19,Mehrabad,13:54:26,13:54:46,2024-01-01 13:54:26+05:00
FR-07,175137-0,20,Nust Metro Station,14:00:10,14:00:30,2024-01-01 14:00:10+05:00
FR-07,175137-0,21,Bar Council,14:02:40,14:03:00,2024-01-01 14:02:40+05:00
FR-07,175137-0,22,A.K Bari Road,14:03:50,14:04:10,2024-01-01 14:03:50+05:00
FR-07,175137-0,23,Police Foundation Metro,14:07:20,14:07:20,2024-01-01 14:07:20+05:00
FR-07,175138-0,1,PIMS Hospital,17:30:00,17:30:00,2024-01-01 17:30:00+05:00
FR-07,175138-0,2,Children Hospital,17:31:00,17:31:20,2024-01-01 17:31:00+05:00
FR-07,175138-0,3,NORI Hospital,17:33:59,17:34:19,2024-01-01 17:33:59+05:00
FR-07,175138-0,4,Dental Hospital,17:36:19,17:36:39,2024-01-01 17:36:19+05:00
FR-07,175138-0,5,G-8 Markaz,17:36:49,17:36:59,2024-01-01 17:36:49+05:00
FR-07,175138-0,6,Development Park,17:37:19,17:37:39,2024-01-01 17:37:19+05:00
FR-07,175138-0,7,Chaman Metro Station,17:39:28,17:39:48,2024-01-01 17:39:28+05:00
FR-07,175138-0,8,G-9/4,17:41:24,17:41:44,2024-01-01 17:41:24+05:00
FR-07,175138-0,9,Karachi Company,17:43:24,17:43:44,2024-01-01 17:43:24+05:00
FR-07,175138-0,10,G-9 Markaz,17:44:34,17:44:54,2024-01-01 17:44:34+05:00
FR-07,175138-0,11,Police Flats,17:46:29,17:46:49,2024-01-01 17:46:29+05:00
FR-07,175138-0,12,College Morh,17:49:19,17:49:39,2024-01-01 17:49:19+05:00
FR-07,175138-0,13,G-10 Markaz,17:52:09,17:52:29,2024-01-01 17:52:09+05:00
FR-07,175138-0,14,PHA Flats,17:54:59,17:55:19,2024-01-01 17:54:59+05:00
FR-07,175138-0,15,Tanki Stop,17:56:09,17:56:29,2024-01-01 17:56:09+05:00
FR-07,175138-0,16,G-10/G-11,17:57:19,17:57:39,2024-01-01 17:57:19+05:00
FR-07,175138-0,17,Institute of Modern Studies,17:58:34,17:58:54,2024-01-01 17:58:34+05:00
FR-07,175138-0,18,G-11 Markaz,18:00:24,18:00:44,2024-01-01 18:00:24+05:00
FR-07,175138-0,19,Mehrabad,18:04:26,18:04:46,2024-01-01 18:04:26+05:00
FR-07,175138-0,20,Nust Metro Station,18:10:10,18:10:30,2024-01-01 18:10:10+05:00
FR-07,175138-0,21,Bar Council,18:12:40,18:13:00,2024-01-01 18:12:40+05:00
FR-07,175138-0,22,A.K Bari Road,18:13:50,18:14:10,2024-01-01 18:13:50+05:00
FR-07,175138-0,23,Police Foundation Metro,18:17:20,18:17:20,2024-01-01 18:17:20+05:00
FR-07,175139-0,1,PIMS Hospital,21:40:00,21:40:00,2024-01-01 21:40:00+05:00
FR-07,175139-0,2,Children Hospital,21:41:00,21:41:20,2024-01-01 21:41:00+05:00
FR-07,175139-0,3,NORI Hospital,21:43:59,21:44:19,2024-01-01 21:43:59+05:00
FR-07,175139-0,4,Dental Hospital,21:46:19,21:46:39,2024-01-01 21:46:19+05:00
FR-07,175139-0,5,G-8 Markaz,21:46:49,21:46:59,2024-01-01 21:46:49+05:00
FR-07,175139-0,6,Development Park,21:47:19,21:47:39,2024-01-01 21:47:19+05:00
FR-07,175139-0,7,Chaman Metro Station,21:49:28,21:49:48,2024-01-01 21:49:28+05:00
FR-07,175139-0,8,G-9/4,21:51:24,21:51:44,2024-01-01 21:51:24+05:00
FR-07,175139-0,9,Karachi Company,21:53:24,21:53:44,2024-01-01 21:53:24+05:00
FR-07,175139-0,10,G-9 Markaz,21:54:34,21:54:54,2024-01-01 21:54:34+05:00
FR-07,175139-0,11,Police Flats,21:56:29,21:56:49,2024-01-01 21:56:29+05:00
FR-07,175139-0,12,College Morh,21:59:19,21:59:39,2024-01-01 21:59:19+05:00
FR-07,175139-0,13,G-10 Markaz,22:02:09,22:02:29,2024-01-01 22:02:09+05:00
FR-07,175139-0,14,PHA Flats,22:04:59,22:05:19,2024-01-01 22:04:59+05:00
